session_id,session_Name,session_FromTime,session_ToTime,department_ID,course_ID,book_ID
667,"Multi-tiered motivating alliance",2021-04-27,2020-04-09,241,16,770
669,"Configurable full-range algorithm",2020-03-26,2021-09-02,154,5,733
670,"Stand-alone 24/7 project",2020-02-26,2020-12-12,441,158,980
671,"Intuitive full-range flexibility",2020-08-22,2020-09-06,308,111,459
672,"Object-based 5th generation hierarchy",2021-10-08,2021-08-31,221,309,193
673,"Vision-oriented 4th generation policy",2020-10-25,2020-10-28,479,129,140
674,"Reverse-engineered regional circuit",2020-10-03,2020-09-29,78,396,836
675,"Multi-channelled optimal capacity",2020-09-29,2021-06-22,424,162,699
676,"Visionary tertiary throughput",2020-07-21,2020-09-01,238,188,972
677,"Versatile eco-centric application",2020-03-10,2021-05-05,418,362,800
678,"Focused homogeneous project",2021-09-27,2021-04-22,390,436,120
679,"Universal impactful success",2020-01-26,2021-05-25,76,243,689
680,"Synergistic asymmetric application",2020-02-14,2021-07-22,243,54,837
681,"Fully-configurable composite array",2020-04-16,2021-07-22,258,465,504
682,"Cross-group fresh-thinking ability",2020-08-04,2020-03-24,79,278,879
683,"Reduced disintermediate installation",2021-02-26,2021-11-06,197,216,938
684,"Upgradable impactful secured line",2020-05-31,2020-07-02,238,490,101
685,"Reactive content-based complexity",2021-10-08,2020-11-26,493,268,777
686,"Organic systemic structure",2021-06-08,2021-01-05,62,222,362
687,"Re-contextualized logistical framework",2021-10-26,2020-02-12,464,364,967
688,"Visionary optimizing algorithm",2020-08-09,2020-06-30,406,195,945
689,"Multi-layered contextually-based core",2021-06-29,2021-08-28,130,350,469
690,"Expanded contextually-based extranet",2021-06-04,2020-09-22,78,406,217
691,"Multi-lateral 24 hour website",2020-06-17,2021-07-11,406,358,788
692,"Decentralized incremental application",2020-04-08,2021-07-09,258,305,875
693,"Cross-platform multimedia capacity",2021-08-30,2020-12-21,426,414,250
694,"Expanded encompassing superstructure",2020-07-24,2021-04-17,294,406,291
695,"De-engineered fault-tolerant concept",2020-10-20,2020-12-18,387,312,916
696,"Enterprise-wide transitional initiative",2021-07-05,2020-09-01,127,205,707
697,"Adaptive impactful encryption",2021-10-16,2020-10-10,59,378,823
698,"Team-oriented methodical software",2020-10-05,2020-09-07,256,277,418
699,"Reactive methodical access",2020-11-06,2021-01-20,492,112,150
700,"Right-sized object-oriented product",2020-06-14,2020-08-16,86,108,510
701,"Optimized zero administration flexibility",2021-05-05,2021-11-08,439,303,976
702,"Optimized needs-based circuit",2020-07-30,2021-08-08,204,477,444
703,"Extended upward-trending process improvement",2020-10-21,2020-05-24,233,196,331
704,"Profound 3rd generation analyzer",2021-03-25,2020-03-09,321,353,458
705,"Advanced didactic superstructure",2021-08-10,2020-04-25,118,227,855
706,"Universal context-sensitive standardization",2021-10-25,2021-05-14,238,91,514
707,"Networked impactful instruction set",2020-11-09,2020-09-21,251,371,956
708,"Realigned asymmetric standardization",2021-09-08,2020-07-17,77,74,593
709,"Expanded eco-centric budgetary management",2021-05-17,2021-06-25,407,233,22
710,"Quality-focused uniform projection",2020-10-19,2021-04-29,376,323,228
711,"Persistent high-level instruction set",2021-03-17,2020-09-06,471,191,768
712,"Cross-group high-level secured line",2021-09-26,2020-08-09,220,188,114
713,"Cloned exuding forecast",2021-02-21,2021-09-06,353,359,3
714,"Fundamental intermediate open system",2021-04-21,2020-11-08,108,12,588
715,"Devolved dedicated support",2020-12-03,2021-02-03,62,417,348
716,"Reduced tertiary approach",2020-04-11,2020-05-15,281,45,576
717,"Object-based executive groupware",2021-03-10,2020-09-11,61,419,83
718,"Exclusive mission-critical moratorium",2021-06-02,2021-10-01,429,401,593
719,"Face to face mission-critical service-desk",2021-09-04,2020-11-27,318,32,570
720,"Implemented logistical help-desk",2020-02-18,2020-10-30,299,275,600
721,"Stand-alone uniform product",2021-03-08,2020-03-31,445,18,214
722,"Business-focused transitional application",2020-02-10,2021-01-15,188,34,961
723,"Managed reciprocal monitoring",2021-09-25,2020-04-08,146,482,94
724,"Operative executive archive",2021-09-20,2020-03-07,121,75,758
725,"Up-sized local database",2021-01-08,2021-01-04,189,467,847
726,"Universal non-volatile initiative",2021-08-14,2020-09-16,100,432,360
727,"Operative motivating alliance",2021-10-13,2021-04-06,333,360,800
728,"Expanded discrete Graphic Interface",2020-11-16,2020-10-08,83,396,554
729,"Adaptive global pricing structure",2020-04-28,2020-06-11,294,461,677
730,"Total incremental system engine",2021-05-05,2021-05-08,91,256,509
731,"Multi-lateral scalable challenge",2020-02-16,2020-04-19,81,373,884
732,"Function-based stable budgetary management",2021-10-07,2021-07-15,469,465,117
733,"Multi-channelled full-range knowledge base",2021-09-06,2021-03-14,276,134,393
735,"Grass-roots zero administration policy",2020-11-24,2020-09-29,315,108,483
736,"Innovative bifurcated artificial intelligence",2020-07-09,2021-10-13,176,103,736
737,"Business-focused mission-critical capability",2020-02-11,2021-08-01,143,392,32
738,"Re-engineered regional adapter",2021-08-11,2021-08-22,401,471,79
739,"Pre-emptive interactive open system",2020-06-25,2021-09-06,277,153,708
740,"Synergistic logistical infrastructure",2020-05-21,2020-10-02,57,433,739
741,"Enhanced discrete matrix",2021-08-05,2020-04-06,203,98,985
742,"Robust background utilisation",2020-01-15,2020-06-28,99,300,243
743,"Inverse heuristic info-mediaries",2021-05-11,2021-06-24,316,354,844
744,"Reactive dynamic circuit",2021-03-27,2021-09-19,394,484,166
745,"Horizontal multimedia model",2020-12-20,2020-07-13,133,373,544
746,"Ameliorated executive software",2020-08-26,2020-08-05,486,243,225
747,"Visionary disintermediate forecast",2020-07-18,2021-03-13,151,12,908
748,"Pre-emptive web-enabled database",2020-07-05,2020-03-14,425,292,387
749,"Face to face user-facing intranet",2020-07-30,2020-07-19,177,486,606
750,"Proactive systemic matrices",2020-01-07,2021-04-04,500,432,52
751,"Cross-group incremental benchmark",2021-04-14,2020-11-24,340,352,485
752,"Distributed client-server monitoring",2020-04-02,2021-06-12,267,246,614
753,"Reverse-engineered scalable flexibility",2021-06-22,2020-04-27,339,199,420
754,"Streamlined full-range throughput",2020-05-27,2020-08-20,100,446,730
755,"Switchable 6th generation analyzer",2021-01-22,2021-01-02,300,449,179
756,"User-centric object-oriented service-desk",2021-07-20,2021-07-21,197,309,380
757,"Switchable 6th generation archive",2020-01-18,2021-02-15,196,431,862
758,"Streamlined web-enabled structure",2020-03-02,2021-06-23,65,74,597
759,"Stand-alone bandwidth-monitored task-force",2020-11-11,2020-04-06,96,379,136
760,"Streamlined homogeneous standardization",2020-12-30,2021-06-29,322,345,319
761,"Advanced tangible internet solution",2020-01-29,2020-04-11,248,4,74
762,"Innovative coherent software",2021-05-20,2021-08-04,268,126,947
763,"Customer-focused grid-enabled architecture",2020-12-05,2020-12-05,155,2,726
764,"Pre-emptive high-level system engine",2021-09-06,2021-01-28,306,325,232
765,"Assimilated tangible product",2020-06-24,2021-06-13,221,279,923
766,"Multi-channelled upward-trending project",2020-09-15,2021-01-16,5,284,773
767,"Cross-group global protocol",2020-08-11,2020-03-19,87,271,283
768,"Ameliorated radical software",2021-06-02,2021-01-13,193,101,366
769,"Focused 24/7 alliance",2020-06-17,2020-09-29,359,204,93
770,"Sharable executive open system",2020-06-04,2021-03-21,291,154,183
771,"Adaptive 24/7 adapter",2020-12-26,2021-05-16,420,433,834
772,"Cloned context-sensitive encoding",2021-02-15,2021-10-17,100,67,651
773,"Multi-layered dedicated frame",2021-05-14,2021-01-07,259,422,845
774,"Pre-emptive multi-state groupware",2021-03-14,2020-02-28,45,339,881
775,"Down-sized methodical initiative",2020-01-27,2021-04-05,208,360,333
776,"Operative contextually-based access",2021-03-02,2020-07-21,107,233,695
777,"Innovative neutral methodology",2020-05-01,2020-03-24,401,373,717
778,"Mandatory contextually-based groupware",2020-07-07,2020-07-17,162,226,649
779,"Object-based secondary archive",2020-04-24,2021-05-05,467,93,972
780,"Self-enabling cohesive service-desk",2021-08-05,2020-06-13,18,352,920
781,"Digitized transitional middleware",2021-07-05,2021-08-08,455,479,190
782,"Enhanced heuristic superstructure",2020-12-21,2020-08-22,130,446,705
784,"Focused interactive leverage",2021-05-14,2021-04-14,422,57,838
785,"Up-sized reciprocal intranet",2020-04-22,2021-10-06,90,51,120
786,"Operative foreground attitude",2021-07-17,2020-03-29,384,209,354
787,"Down-sized methodical complexity",2020-10-26,2020-11-27,97,479,752
788,"Innovative zero defect collaboration",2020-01-26,2020-09-25,260,131,900
789,"Centralized dedicated protocol",2021-04-13,2020-12-09,216,417,893
790,"Vision-oriented interactive groupware",2021-04-07,2020-10-03,491,480,63
791,"Public-key global knowledge base",2020-01-29,2020-09-28,441,286,628
792,"Implemented intermediate protocol",2021-03-15,2020-12-17,446,30,845
793,"Open-architected hybrid matrix",2021-04-17,2020-05-25,113,340,394
794,"Phased reciprocal neural-net",2020-08-08,2021-04-27,356,275,323
796,"Innovative global initiative",2020-05-20,2020-05-17,375,256,788
797,"Versatile incremental attitude",2021-08-03,2021-10-12,182,161,921
798,"Cloned 5th generation orchestration",2021-09-17,2020-09-04,403,210,86
799,"Exclusive grid-enabled time-frame",2020-10-23,2020-06-22,207,474,782
800,"Reverse-engineered full-range orchestration",2020-09-01,2021-05-11,305,462,31
801,"Robust systematic concept",2021-06-22,2020-06-10,440,213,281
802,"Multi-tiered static framework",2020-03-06,2020-05-10,464,214,658
804,"Balanced encompassing matrix",2021-05-20,2021-03-18,7,317,204
805,"Down-sized bifurcated neural-net",2020-04-27,2020-09-16,49,95,446
806,"Persistent disintermediate data-warehouse",2020-08-07,2021-01-29,351,321,417
807,"Ergonomic motivating success",2020-07-16,2021-03-26,225,99,580
808,"User-centric bandwidth-monitored hierarchy",2021-01-18,2021-04-19,171,258,94
809,"Innovative executive strategy",2020-12-24,2020-07-30,41,96,612
810,"Inverse bottom-line frame",2020-06-11,2020-02-28,264,238,929
812,"Extended fresh-thinking website",2021-03-29,2021-08-19,410,137,295
813,"Realigned stable definition",2021-06-12,2021-09-25,143,463,68
814,"Configurable client-driven model",2020-02-14,2021-04-11,484,250,820
815,"Cross-group mobile migration",2020-12-29,2020-05-31,323,372,437
816,"Stand-alone directional support",2020-02-18,2021-02-14,78,7,982
817,"Enhanced content-based implementation",2021-02-15,2020-06-08,190,213,960
818,"Profound tertiary capability",2020-10-12,2020-08-04,214,65,257
819,"Sharable asymmetric analyzer",2021-05-14,2020-08-23,24,14,293
820,"Synergistic asynchronous middleware",2020-02-17,2021-06-14,323,282,486
821,"Visionary 3rd generation productivity",2021-04-09,2020-02-22,365,106,761
822,"Mandatory interactive neural-net",2021-02-21,2021-01-15,456,11,663
823,"Polarised systematic project",2021-02-14,2021-04-08,438,306,213
824,"Integrated zero defect approach",2020-05-29,2021-08-09,337,294,911
825,"Object-based bandwidth-monitored contingency",2020-10-21,2020-10-11,492,360,709
826,"Exclusive user-facing alliance",2020-08-23,2020-06-06,360,190,616
827,"Operative intermediate concept",2020-12-10,2021-09-15,94,119,311
828,"Operative maximized firmware",2020-06-14,2020-07-22,334,142,591
829,"Multi-layered high-level instruction set",2021-06-28,2021-11-04,392,79,140
830,"Right-sized value-added archive",2020-09-08,2020-05-21,53,399,249
831,"Intuitive tertiary standardization",2021-10-12,2021-09-02,308,383,512
832,"Object-based system-worthy data-warehouse",2020-02-11,2020-08-24,317,118,608
834,"Reduced transitional Graphical User Interface",2020-06-26,2021-03-14,152,165,549
835,"Sharable intangible orchestration",2020-06-05,2020-03-28,162,360,938
836,"Proactive full-range info-mediaries",2021-04-29,2021-07-27,272,464,91
837,"Devolved interactive portal",2020-06-13,2021-06-13,271,51,209
838,"Triple-buffered foreground function",2020-04-23,2021-10-21,259,8,818
839,"Integrated contextually-based circuit",2020-10-28,2020-04-08,5,296,561
840,"Fully-configurable incremental help-desk",2021-02-18,2021-03-23,1,484,314
841,"Fundamental intermediate toolset",2021-09-21,2021-02-04,416,387,612
842,"Ergonomic actuating conglomeration",2021-11-03,2020-10-13,3,499,810
843,"Multi-tiered background instruction set",2021-09-22,2020-03-17,61,343,490
844,"Pre-emptive local throughput",2021-07-08,2020-10-01,84,407,756
845,"Object-based dedicated encryption",2021-05-23,2020-10-21,302,194,531
846,"Vision-oriented actuating matrix",2021-04-12,2021-07-15,422,138,449
847,"Open-source hybrid groupware",2020-12-17,2021-10-30,168,266,602
848,"Streamlined regional solution",2021-04-02,2021-05-16,265,76,409
849,"Organized holistic moderator",2021-10-10,2021-06-19,198,475,623
850,"Seamless tertiary hardware",2021-04-16,2020-05-20,306,165,224
851,"Grass-roots zero tolerance encoding",2020-07-10,2020-06-09,207,14,572
852,"User-centric 4th generation instruction set",2021-08-03,2021-11-08,351,253,586
853,"Cross-platform neutral process improvement",2021-09-24,2021-06-22,158,276,272
854,"Team-oriented interactive encoding",2020-03-19,2020-10-24,197,441,961
855,"Synergistic composite projection",2021-03-28,2020-06-18,174,190,72
856,"De-engineered human-resource attitude",2021-02-12,2020-04-16,394,267,521
857,"Managed foreground help-desk",2021-04-06,2020-12-16,460,369,888
858,"Advanced asynchronous access",2020-09-08,2021-06-17,500,434,581
859,"Synchronised bottom-line secured line",2020-07-13,2020-06-30,2,445,147
860,"Enterprise-wide homogeneous workforce",2020-02-18,2020-02-18,176,154,680
861,"Proactive disintermediate adapter",2020-01-31,2021-03-23,286,455,793
862,"Balanced holistic structure",2021-04-13,2020-02-26,231,240,427
863,"Balanced coherent analyzer",2021-10-28,2021-10-08,337,433,350
864,"Vision-oriented bottom-line secured line",2021-05-20,2021-04-21,228,404,916
865,"Realigned demand-driven complexity",2021-04-04,2021-08-16,101,137,416
866,"Streamlined holistic migration",2021-08-27,2021-07-31,287,356,990
867,"Fundamental tertiary neural-net",2020-08-20,2021-05-18,384,231,193
868,"Devolved even-keeled middleware",2020-11-25,2021-05-02,92,453,774
869,"Advanced explicit access",2020-07-04,2020-04-06,326,387,168
870,"Down-sized national matrices",2020-11-30,2020-07-05,214,143,715
871,"Ameliorated impactful migration",2020-06-04,2021-02-16,137,189,170
872,"Customizable interactive matrix",2020-02-24,2021-01-13,435,221,44
873,"Public-key motivating toolset",2021-01-01,2021-11-11,304,143,626
874,"Fundamental cohesive emulation",2021-10-25,2020-05-04,341,218,101
875,"Focused asynchronous Graphical User Interface",2021-11-13,2020-10-20,340,35,272
876,"Assimilated transitional website",2020-02-01,2021-03-02,98,325,356
877,"Secured multi-tasking model",2020-05-07,2021-01-07,469,282,7
878,"Face to face executive complexity",2020-09-22,2021-07-22,1,369,44
879,"Innovative national superstructure",2020-07-21,2020-07-22,260,208,366
880,"De-engineered asymmetric installation",2020-12-26,2021-04-24,100,46,791
881,"Realigned hybrid adapter",2021-10-25,2020-12-12,140,390,821
882,"Visionary attitude-oriented collaboration",2021-01-09,2020-09-12,484,480,569
883,"Monitored contextually-based forecast",2021-09-30,2020-07-07,229,138,532
884,"Networked discrete leverage",2020-11-29,2021-09-18,46,69,393
885,"Decentralized heuristic model",2021-08-04,2020-06-17,427,127,43
886,"Multi-channelled modular budgetary management",2021-02-04,2021-10-02,100,403,575
887,"Total asynchronous initiative",2021-10-04,2020-12-05,222,297,672
888,"Reduced radical time-frame",2020-06-02,2021-10-14,79,384,57
889,"Reactive maximized orchestration",2021-06-22,2021-02-25,130,218,305
890,"Re-engineered neutral Graphic Interface",2021-07-03,2021-09-02,261,223,614
891,"Persistent well-modulated extranet",2021-07-27,2021-03-31,206,151,488
892,"Implemented dedicated budgetary management",2021-05-24,2021-08-11,391,291,103
893,"Switchable optimal product",2020-09-27,2021-11-07,147,213,351
894,"Open-source exuding migration",2020-12-20,2021-01-15,106,137,456
895,"Versatile regional monitoring",2020-03-09,2021-11-08,217,96,792
896,"Configurable actuating info-mediaries",2020-07-23,2020-10-26,365,323,785
897,"Exclusive multi-state support",2020-10-10,2020-09-25,437,39,217
898,"Persevering regional array",2020-09-17,2020-10-23,271,173,628
899,"Integrated bandwidth-monitored leverage",2021-08-08,2020-10-23,361,203,40
900,"Virtual homogeneous capability",2020-09-20,2020-05-16,209,330,545
901,"Automated human-resource access",2020-12-28,2020-06-19,407,103,606
902,"Focused discrete migration",2020-03-31,2021-08-23,489,189,529
903,"Multi-channelled intermediate matrix",2021-07-02,2020-08-16,234,232,448
904,"Team-oriented interactive groupware",2020-04-08,2021-08-15,229,162,701
905,"Synergistic hybrid flexibility",2021-06-27,2020-06-29,59,311,177
906,"Reduced methodical model",2021-02-01,2021-10-10,55,277,853
907,"Distributed mission-critical utilisation",2020-06-02,2020-05-28,391,179,734
908,"Advanced zero defect internet solution",2021-02-28,2020-07-28,211,347,741
909,"Compatible 24/7 focus group",2020-08-01,2020-03-28,389,469,303
910,"Face to face actuating moratorium",2020-12-30,2020-12-18,415,126,332
911,"Re-engineered maximized throughput",2021-07-18,2020-08-04,148,386,144
912,"Horizontal multimedia extranet",2021-10-17,2021-04-02,457,122,875
913,"Up-sized eco-centric open system",2020-03-11,2020-12-03,475,105,383
914,"Virtual impactful open system",2021-10-22,2021-04-09,479,318,324
915,"Inverse explicit conglomeration",2021-08-02,2020-11-30,119,71,404
916,"Horizontal client-driven frame",2021-03-26,2020-10-17,152,470,579
917,"Multi-lateral zero defect help-desk",2021-08-10,2020-11-10,84,293,557
918,"Extended asymmetric contingency",2020-07-23,2020-09-21,125,302,16
919,"Vision-oriented system-worthy portal",2021-06-19,2020-11-05,111,401,458
920,"Organized homogeneous infrastructure",2021-07-27,2020-11-03,194,47,600
922,"User-centric 4th generation orchestration",2020-07-19,2021-03-29,85,215,965
923,"Diverse zero defect productivity",2020-03-07,2021-09-02,417,362,536
924,"Centralized heuristic process improvement",2021-10-07,2020-04-04,116,73,366
925,"Grass-roots modular throughput",2020-03-16,2020-03-02,470,43,430
926,"Streamlined multi-tasking attitude",2020-01-13,2020-10-14,172,35,114
928,"Profit-focused asynchronous productivity",2020-01-15,2020-08-21,94,395,887
929,"Re-engineered bi-directional instruction set",2020-01-31,2021-11-02,118,177,747
930,"Re-contextualized grid-enabled extranet",2021-04-27,2021-08-05,346,324,503
931,"Extended holistic hardware",2021-02-23,2020-06-15,138,312,872
932,"User-centric mission-critical intranet",2021-10-16,2020-10-29,85,127,54
933,"Multi-channelled actuating support",2020-09-04,2021-08-21,475,332,69
934,"Fundamental user-facing success",2021-05-17,2021-03-04,475,20,116
935,"Ameliorated impactful software",2020-09-29,2021-09-22,365,270,193
936,"Persevering bifurcated open architecture",2021-09-06,2020-07-20,460,270,349
937,"Advanced encompassing complexity",2020-03-02,2020-05-11,232,189,803
938,"Proactive local customer loyalty",2020-10-27,2021-03-13,342,299,627
939,"Networked homogeneous budgetary management",2021-09-27,2021-10-23,233,415,690
940,"Multi-channelled full-range function",2021-04-27,2020-07-23,82,41,238
941,"Grass-roots fault-tolerant concept",2020-10-29,2020-05-09,183,431,518
942,"Visionary composite strategy",2020-02-04,2020-05-11,453,316,836
943,"Triple-buffered methodical algorithm",2020-11-22,2021-06-11,129,48,94
944,"Extended transitional definition",2021-03-11,2021-09-13,399,50,427
945,"Devolved empowering productivity",2020-06-09,2020-04-16,10,431,421
946,"Quality-focused homogeneous approach",2020-09-09,2020-11-30,191,146,281
947,"Expanded context-sensitive adapter",2020-12-31,2020-02-16,140,147,419
948,"Configurable grid-enabled extranet",2021-09-16,2021-01-31,95,365,756
949,"Re-engineered 5th generation contingency",2020-04-06,2020-03-10,25,401,197
950,"Reactive incremental core",2020-09-19,2021-08-06,391,474,758
951,"Operative zero defect flexibility",2021-07-01,2020-05-17,99,9,499
952,"Versatile bi-directional database",2020-01-24,2021-01-03,87,207,951
953,"Stand-alone fault-tolerant pricing structure",2021-10-09,2020-06-23,142,108,100
954,"Balanced secondary methodology",2020-08-11,2021-09-15,278,375,838
955,"Customer-focused secondary approach",2021-09-15,2021-04-24,432,297,108
956,"Team-oriented holistic function",2020-12-25,2020-06-21,55,82,557
957,"Triple-buffered holistic throughput",2021-01-24,2021-04-14,215,331,949
958,"Customer-focused scalable workforce",2021-05-25,2021-10-23,361,260,365
959,"Implemented client-server emulation",2021-10-30,2020-04-23,226,22,986
960,"Organic holistic groupware",2020-09-25,2020-09-06,97,476,464
961,"Stand-alone dedicated attitude",2020-05-30,2021-03-19,218,363,644
962,"De-engineered client-driven moratorium",2020-05-22,2020-08-07,413,17,542
963,"De-engineered real-time firmware",2020-12-08,2021-06-28,172,433,655
964,"Open-source composite alliance",2020-05-13,2021-01-29,113,167,571
965,"Robust explicit alliance",2020-06-10,2021-10-22,282,198,291
966,"Right-sized multimedia matrix",2020-06-11,2020-07-05,373,319,579
967,"Grass-roots zero tolerance core",2020-12-31,2020-03-05,18,317,877
968,"Operative real-time utilisation",2021-03-01,2021-10-15,141,207,292
969,"Switchable 4th generation process improvement",2020-12-26,2020-04-08,226,267,770
970,"Face to face uniform analyzer",2020-12-10,2021-07-27,460,254,871
971,"Profound mobile leverage",2020-06-09,2021-01-13,52,460,463
972,"Universal full-range portal",2020-09-29,2020-03-12,80,438,828
973,"Streamlined mission-critical challenge",2020-12-03,2021-04-12,468,500,586
974,"Progressive systematic project",2021-09-17,2021-01-30,110,410,226
975,"Cloned attitude-oriented product",2020-11-14,2020-04-03,121,68,193
976,"Managed client-server analyzer",2020-10-25,2021-08-24,491,45,872
977,"Self-enabling modular adapter",2020-05-29,2020-03-21,133,236,770
978,"Versatile real-time collaboration",2020-03-11,2021-10-07,376,419,771
979,"Multi-lateral bifurcated complexity",2020-03-21,2021-06-04,245,117,514
980,"Organic bandwidth-monitored hardware",2020-05-13,2020-11-26,354,393,833
981,"Persevering tertiary task-force",2020-08-06,2021-03-17,368,158,150
983,"Reduced systematic strategy",2021-11-10,2021-08-29,282,306,600
984,"Enhanced holistic moratorium",2021-09-14,2020-04-07,86,192,321
985,"Devolved human-resource local area network",2021-10-04,2020-04-11,161,55,425
986,"Front-line 3rd generation matrices",2021-05-16,2020-10-10,102,247,712
987,"Multi-layered user-facing solution",2020-05-11,2021-11-01,350,197,780
988,"Object-based stable utilisation",2020-01-08,2020-03-04,342,81,314
989,"Self-enabling eco-centric process improvement",2021-04-18,2021-07-27,385,159,640
990,"Integrated 5th generation process improvement",2021-02-16,2021-05-25,333,252,853
991,"Implemented regional migration",2021-08-24,2021-10-28,359,317,432
992,"Multi-channelled transitional application",2021-08-17,2021-03-13,286,310,648
993,"Virtual didactic policy",2020-11-29,2020-09-15,286,350,132
994,"Enterprise-wide methodical portal",2020-04-26,2020-12-11,266,457,651
995,"Reactive national archive",2020-11-08,2021-05-22,485,451,601
996,"Mandatory human-resource core",2020-06-20,2020-08-02,423,247,151
997,"Face to face human-resource architecture",2021-05-10,2020-03-16,471,112,292
998,"Inverse homogeneous installation",2020-11-11,2021-08-03,130,417,745
999,"Multi-tiered secondary circuit",2020-01-13,2021-05-14,241,375,913
1000,"Devolved 24/7 system engine",2021-10-06,2021-10-07,395,264,232
